"prod-descr";"prod-marca";"prod-URL";"prod-preco";"prod-detalhe";"prod-comentario";"prod-aval";"data_ref";"spo-temp";"spo-umid";"spo-uv";"bra-temp";"bra-umid";"bra-uv";"pve-temp";"pve-umid";"pve-uv";"flo-temp";"flo-umid";"flo-uv";"rj-temp";"rj-umid";"rj-uv"
" Neutrogena  Sun Fresh FPS 70 - Protetor Solar Facial 40g ";" Neutrogena ";"https://www.belezanaweb.com.br/neutrogena-sun-fresh-fps-70-protetor-solar-facial-40g/";"41,99";"Protetor solar facial para todos os tipos de pele. Neutrogena Sun Fresh Facial FPS 70 possui textura ultraleve e seca, que te protege contra os raios UVA, UVB, e ajuda contra a luz visível. Ideal para completar sua rotina de cuidado com a pele.Protetor Solar Neutrogena Sun Fresh Facial FPS 70 foi desenvolvido especialmente para o rosto, com fórmula ultraleve, de rápida absorção, com toque seco e altamente resistente à água. Ajuda a prevenir o envelhecimento precoce e as marcas causadas pelo sol, mantendo a pele protegida, hidratada e sequinha. Além de deixar sua pele macia, aveludada e preenchida com seus ativos ricos em propriedades hidratantes.";"Amo esse protetor, uso a anos e não fico sem!";"4.6";"20/08/2024 23:25:35";17.3;83;1;17;52;1;27.4;74;1;19.2;94;1;22.3;78;1
" Neutrogena  Sun Fresh FPS 70 - Protetor Solar Facial 40g ";" Neutrogena ";"https://www.belezanaweb.com.br/neutrogena-sun-fresh-fps-70-protetor-solar-facial-40g/";"41,99";"Protetor solar facial para todos os tipos de pele. Neutrogena Sun Fresh Facial FPS 70 possui textura ultraleve e seca, que te protege contra os raios UVA, UVB, e ajuda contra a luz visível. Ideal para completar sua rotina de cuidado com a pele.Protetor Solar Neutrogena Sun Fresh Facial FPS 70 foi desenvolvido especialmente para o rosto, com fórmula ultraleve, de rápida absorção, com toque seco e altamente resistente à água. Ajuda a prevenir o envelhecimento precoce e as marcas causadas pelo sol, mantendo a pele protegida, hidratada e sequinha. Além de deixar sua pele macia, aveludada e preenchida com seus ativos ricos em propriedades hidratantes.";"Comprei por indicação de dermatologista que disse que ele tem eficiente ação de clarear a pele. Enfim não tenho nenhum problema sério com melasma tb, mas não gostei muito da textura dele na hora de passar na rosto, achei grudento e deixou esbranquiçado, mas acho que exagerei, mas o rosto ficou ok durante o dia. Vou tentar de novo, vamos ver! Fator de proteção alto pelo preço é ótimo tb!";"4.6";"20/08/2024 23:25:35";17.3;83;1;17;52;1;27.4;74;1;19.2;94;1;22.3;78;1
" Neutrogena  Sun Fresh FPS 70 - Protetor Solar Facial 40g ";" Neutrogena ";"https://www.belezanaweb.com.br/neutrogena-sun-fresh-fps-70-protetor-solar-facial-40g/";"41,99";"Protetor solar facial para todos os tipos de pele. Neutrogena Sun Fresh Facial FPS 70 possui textura ultraleve e seca, que te protege contra os raios UVA, UVB, e ajuda contra a luz visível. Ideal para completar sua rotina de cuidado com a pele.Protetor Solar Neutrogena Sun Fresh Facial FPS 70 foi desenvolvido especialmente para o rosto, com fórmula ultraleve, de rápida absorção, com toque seco e altamente resistente à água. Ajuda a prevenir o envelhecimento precoce e as marcas causadas pelo sol, mantendo a pele protegida, hidratada e sequinha. Além de deixar sua pele macia, aveludada e preenchida com seus ativos ricos em propriedades hidratantes.";"Bom fator de proteção solar e não deixa esbranquiçado, porem demora para secar na pele, por este motivo eu não compraria novamente.";"4.6";"20/08/2024 23:25:35";17.3;83;1;17;52;1;27.4;74;1;19.2;94;1;22.3;78;1
" Neutrogena  Sun Fresh FPS 70 - Protetor Solar Facial 40g ";" Neutrogena ";"https://www.belezanaweb.com.br/neutrogena-sun-fresh-fps-70-protetor-solar-facial-40g/";"41,99";"Protetor solar facial para todos os tipos de pele. Neutrogena Sun Fresh Facial FPS 70 possui textura ultraleve e seca, que te protege contra os raios UVA, UVB, e ajuda contra a luz visível. Ideal para completar sua rotina de cuidado com a pele.Protetor Solar Neutrogena Sun Fresh Facial FPS 70 foi desenvolvido especialmente para o rosto, com fórmula ultraleve, de rápida absorção, com toque seco e altamente resistente à água. Ajuda a prevenir o envelhecimento precoce e as marcas causadas pelo sol, mantendo a pele protegida, hidratada e sequinha. Além de deixar sua pele macia, aveludada e preenchida com seus ativos ricos em propriedades hidratantes.";"A pele fica pegajosa e esbranquiçada.";"4.6";"20/08/2024 23:25:35";17.3;83;1;17;52;1;27.4;74;1;19.2;94;1;22.3;78;1
" Neutrogena  Sun Fresh FPS 70 - Protetor Solar Facial 40g ";" Neutrogena ";"https://www.belezanaweb.com.br/neutrogena-sun-fresh-fps-70-protetor-solar-facial-40g/";"41,99";"Protetor solar facial para todos os tipos de pele. Neutrogena Sun Fresh Facial FPS 70 possui textura ultraleve e seca, que te protege contra os raios UVA, UVB, e ajuda contra a luz visível. Ideal para completar sua rotina de cuidado com a pele.Protetor Solar Neutrogena Sun Fresh Facial FPS 70 foi desenvolvido especialmente para o rosto, com fórmula ultraleve, de rápida absorção, com toque seco e altamente resistente à água. Ajuda a prevenir o envelhecimento precoce e as marcas causadas pelo sol, mantendo a pele protegida, hidratada e sequinha. Além de deixar sua pele macia, aveludada e preenchida com seus ativos ricos em propriedades hidratantes.";"Aproveitei a black e comprei logo 04 rs Na minha pele deu super bem! Ele tem um toque seco e é absorvido muito rapidamente, não senti sensação oleosa ou de grude. O cheiro também é suave e não senti nenhum incômodo nos olhos!";"4.6";"20/08/2024 23:25:35";17.3;83;1;17;52;1;27.4;74;1;19.2;94;1;22.3;78;1
" NIVEA  SUN Toque Seco Antissinais FPS 70 - Protetor Solar Facial 40ml ";" NIVEA ";"https://www.belezanaweb.com.br/nivea-sun-toque-seco-antissinais-fps-70-protetor-solar-facial-40ml/";"34,90";"Protetor solar facial. NIVEA SUN Toque Seco Antissinais FPS 70 possui textura leve, de rápida absorção, com toque seco e zero oleosidade.O Protetor Solar Facial NIVEA SUN Toque Seco Antissinais FPS 70 oferece proteção de amplo espectro, contra raios UVA e UVB. Previne sinais de envelhecimento precoce como manchas, linhas e rugas. Não resseca e deixa a pele macia, com o toque confortável. Pode ser usado por todos os tipos de pele, até mesmo aquelas com tendência à oleosidade pois deixa uma textura sequinha e controla o brilho excessivo. Ótimo para aplicar antes da maquiagem. ";"Muito bom! dá um medinho de pesar no rosto e deixar oleoso mas fica ótimo! custo beneficio excelente.";"3.9";"20/08/2024 23:25:35";17.3;83;1;17;52;1;27.4;74;1;19.2;94;1;22.3;78;1
" NIVEA  SUN Toque Seco Antissinais FPS 70 - Protetor Solar Facial 40ml ";" NIVEA ";"https://www.belezanaweb.com.br/nivea-sun-toque-seco-antissinais-fps-70-protetor-solar-facial-40ml/";"34,90";"Protetor solar facial. NIVEA SUN Toque Seco Antissinais FPS 70 possui textura leve, de rápida absorção, com toque seco e zero oleosidade.O Protetor Solar Facial NIVEA SUN Toque Seco Antissinais FPS 70 oferece proteção de amplo espectro, contra raios UVA e UVB. Previne sinais de envelhecimento precoce como manchas, linhas e rugas. Não resseca e deixa a pele macia, com o toque confortável. Pode ser usado por todos os tipos de pele, até mesmo aquelas com tendência à oleosidade pois deixa uma textura sequinha e controla o brilho excessivo. Ótimo para aplicar antes da maquiagem. ";"Bom produto.";"3.9";"20/08/2024 23:25:35";17.3;83;1;17;52;1;27.4;74;1;19.2;94;1;22.3;78;1
" NIVEA  SUN Toque Seco Antissinais FPS 70 - Protetor Solar Facial 40ml ";" NIVEA ";"https://www.belezanaweb.com.br/nivea-sun-toque-seco-antissinais-fps-70-protetor-solar-facial-40ml/";"34,90";"Protetor solar facial. NIVEA SUN Toque Seco Antissinais FPS 70 possui textura leve, de rápida absorção, com toque seco e zero oleosidade.O Protetor Solar Facial NIVEA SUN Toque Seco Antissinais FPS 70 oferece proteção de amplo espectro, contra raios UVA e UVB. Previne sinais de envelhecimento precoce como manchas, linhas e rugas. Não resseca e deixa a pele macia, com o toque confortável. Pode ser usado por todos os tipos de pele, até mesmo aquelas com tendência à oleosidade pois deixa uma textura sequinha e controla o brilho excessivo. Ótimo para aplicar antes da maquiagem. ";"Produto péssimo, parece uma cola. Apesar de “barato”, não comprem! Horrível, tenho a pele seca e mesmo assim o meu rosto fica com uma aparência de oleoso.";"3.9";"20/08/2024 23:25:35";17.3;83;1;17;52;1;27.4;74;1;19.2;94;1;22.3;78;1
" NIVEA  SUN Toque Seco Antissinais FPS 70 - Protetor Solar Facial 40ml ";" NIVEA ";"https://www.belezanaweb.com.br/nivea-sun-toque-seco-antissinais-fps-70-protetor-solar-facial-40ml/";"34,90";"Protetor solar facial. NIVEA SUN Toque Seco Antissinais FPS 70 possui textura leve, de rápida absorção, com toque seco e zero oleosidade.O Protetor Solar Facial NIVEA SUN Toque Seco Antissinais FPS 70 oferece proteção de amplo espectro, contra raios UVA e UVB. Previne sinais de envelhecimento precoce como manchas, linhas e rugas. Não resseca e deixa a pele macia, com o toque confortável. Pode ser usado por todos os tipos de pele, até mesmo aquelas com tendência à oleosidade pois deixa uma textura sequinha e controla o brilho excessivo. Ótimo para aplicar antes da maquiagem. ";"Chegou rápido e um excelente produto ? Um atendimento impecável ?";"3.9";"20/08/2024 23:25:35";17.3;83;1;17;52;1;27.4;74;1;19.2;94;1;22.3;78;1
" NIVEA  SUN Toque Seco Antissinais FPS 70 - Protetor Solar Facial 40ml ";" NIVEA ";"https://www.belezanaweb.com.br/nivea-sun-toque-seco-antissinais-fps-70-protetor-solar-facial-40ml/";"34,90";"Protetor solar facial. NIVEA SUN Toque Seco Antissinais FPS 70 possui textura leve, de rápida absorção, com toque seco e zero oleosidade.O Protetor Solar Facial NIVEA SUN Toque Seco Antissinais FPS 70 oferece proteção de amplo espectro, contra raios UVA e UVB. Previne sinais de envelhecimento precoce como manchas, linhas e rugas. Não resseca e deixa a pele macia, com o toque confortável. Pode ser usado por todos os tipos de pele, até mesmo aquelas com tendência à oleosidade pois deixa uma textura sequinha e controla o brilho excessivo. Ótimo para aplicar antes da maquiagem. ";"Não tem nada de toque seco, se vc quiser ficar com a cara totalmente oleosa e cheia de espinhas esse é o produto certo";"3.9";"20/08/2024 23:25:35";17.3;83;1;17;52;1;27.4;74;1;19.2;94;1;22.3;78;1
" La Roche-Posay  Anthelios XL Protect FPS60 - Protetor Solar 40g ";" La Roche-Posay ";"https://www.belezanaweb.com.br/la-rocheposay-anthelios-xl-protect-fps60-protetor-solar-40g/";"67,90";"Protetor solar para todos os tipos de pele. Indicado para corpo e rosto, La Roche-Posay Anthelios XL Protect FPS60 possui fórmula oil free de rápida absorção, além de ser extremamente resistente à água. Protetor Solar La Roche-Posay Anthelios XL Protect FPS60 garante alta proteção contra os raios UVA e UVB, sem deixar resíduos brancos na pele ou sensação pegajosa. Ainda traz fragrância leve e agradável, sem parabenos e dermatologicamente testado. ";"Gostei bastante por cumprir o que promete de deixar a pele sequinha sem aquele aspecto de óleo dos protetores em geral";"4.9";"20/08/2024 23:25:35";17.3;83;1;17;52;1;27.4;74;1;19.2;94;1;22.3;78;1
" La Roche-Posay  Anthelios XL Protect FPS60 - Protetor Solar 40g ";" La Roche-Posay ";"https://www.belezanaweb.com.br/la-rocheposay-anthelios-xl-protect-fps60-protetor-solar-40g/";"67,90";"Protetor solar para todos os tipos de pele. Indicado para corpo e rosto, La Roche-Posay Anthelios XL Protect FPS60 possui fórmula oil free de rápida absorção, além de ser extremamente resistente à água. Protetor Solar La Roche-Posay Anthelios XL Protect FPS60 garante alta proteção contra os raios UVA e UVB, sem deixar resíduos brancos na pele ou sensação pegajosa. Ainda traz fragrância leve e agradável, sem parabenos e dermatologicamente testado. ";"O bico para aplicar direto na pele é perfeito, d pois é só espalhar. A textura é firme e não escorre.";"4.9";"20/08/2024 23:25:35";17.3;83;1;17;52;1;27.4;74;1;19.2;94;1;22.3;78;1
