"prod-descr";"prod-marca";"prod-URL";"prod-preco";"prod-detalhe";"prod-comentario";"prod-aval";"data_ref";"spo-temp";"spo-umid";"spo-uv";"bra-temp";"bra-umid";"bra-uv";"pve-temp";"pve-umid";"pve-uv";"flo-temp";"flo-umid";"flo-uv";"rj-temp";"rj-umid";"rj-uv"
" Sunmax  Intense FPS60 - Protetor Solar Facial 120g ";" Sunmax ";"https://www.belezanaweb.com.br/sunmax-intense-fps60-protetor-solar-facial-120g/";"78,90";"Protetor solar facial para pele equilibrada a seca. Sunmax Intense FPS60 confere alta proteção solar aliada à hidratação prolongada.O Protetor Solar Sunmax Intense FPS60 oferece alta proteção e hidratação profunda por até 8 horas, clinicamente comprovada. Sua fórmula com exclusiva tecnologia SolHydra protege contra queimaduras solares, vermelhidão e o envelhecimento precoce, mantendo a pele hidratada, macia e protegida do ressecamento. Com textura leve, oil-free e resistente à água, é rapidamente absorvido, deixando um toque seco e aveludado sem obstruir os poros. Também é hipoalergênico, dermatologicamente e oftalmologicamente testado, ideal para todos os tipos de pele, especialmente equilibradas a secas.";"não gostei , desenvolvi algum tipo de reação, pois minha pele aderiu muitas espinhas apos o uso";"4.5";"04/09/2024 08:05:10";18.2;88;8;14.4;59;8;25.3;89;7;16.4;88;6;21.4;88;7
" Sunmax  Intense FPS60 - Protetor Solar Facial 120g ";" Sunmax ";"https://www.belezanaweb.com.br/sunmax-intense-fps60-protetor-solar-facial-120g/";"78,90";"Protetor solar facial para pele equilibrada a seca. Sunmax Intense FPS60 confere alta proteção solar aliada à hidratação prolongada.O Protetor Solar Sunmax Intense FPS60 oferece alta proteção e hidratação profunda por até 8 horas, clinicamente comprovada. Sua fórmula com exclusiva tecnologia SolHydra protege contra queimaduras solares, vermelhidão e o envelhecimento precoce, mantendo a pele hidratada, macia e protegida do ressecamento. Com textura leve, oil-free e resistente à água, é rapidamente absorvido, deixando um toque seco e aveludado sem obstruir os poros. Também é hipoalergênico, dermatologicamente e oftalmologicamente testado, ideal para todos os tipos de pele, especialmente equilibradas a secas.";"Excelente";"4.5";"04/09/2024 08:05:10";18.2;88;8;14.4;59;8;25.3;89;7;16.4;88;6;21.4;88;7
" Sunmax  Intense FPS60 - Protetor Solar Facial 120g ";" Sunmax ";"https://www.belezanaweb.com.br/sunmax-intense-fps60-protetor-solar-facial-120g/";"78,90";"Protetor solar facial para pele equilibrada a seca. Sunmax Intense FPS60 confere alta proteção solar aliada à hidratação prolongada.O Protetor Solar Sunmax Intense FPS60 oferece alta proteção e hidratação profunda por até 8 horas, clinicamente comprovada. Sua fórmula com exclusiva tecnologia SolHydra protege contra queimaduras solares, vermelhidão e o envelhecimento precoce, mantendo a pele hidratada, macia e protegida do ressecamento. Com textura leve, oil-free e resistente à água, é rapidamente absorvido, deixando um toque seco e aveludado sem obstruir os poros. Também é hipoalergênico, dermatologicamente e oftalmologicamente testado, ideal para todos os tipos de pele, especialmente equilibradas a secas.";"Excelente Produto amoo…";"4.5";"04/09/2024 08:05:10";18.2;88;8;14.4;59;8;25.3;89;7;16.4;88;6;21.4;88;7
" Sunmax  Intense FPS60 - Protetor Solar Facial 120g ";" Sunmax ";"https://www.belezanaweb.com.br/sunmax-intense-fps60-protetor-solar-facial-120g/";"78,90";"Protetor solar facial para pele equilibrada a seca. Sunmax Intense FPS60 confere alta proteção solar aliada à hidratação prolongada.O Protetor Solar Sunmax Intense FPS60 oferece alta proteção e hidratação profunda por até 8 horas, clinicamente comprovada. Sua fórmula com exclusiva tecnologia SolHydra protege contra queimaduras solares, vermelhidão e o envelhecimento precoce, mantendo a pele hidratada, macia e protegida do ressecamento. Com textura leve, oil-free e resistente à água, é rapidamente absorvido, deixando um toque seco e aveludado sem obstruir os poros. Também é hipoalergênico, dermatologicamente e oftalmologicamente testado, ideal para todos os tipos de pele, especialmente equilibradas a secas.";"Excelente produto, não deixa pele oleosa, rápida absorção. Já comprei a 2°unidade, indicação da minha dermato ???";"4.5";"04/09/2024 08:05:10";18.2;88;8;14.4;59;8;25.3;89;7;16.4;88;6;21.4;88;7
" Sunmax  Intense FPS60 - Protetor Solar Facial 120g ";" Sunmax ";"https://www.belezanaweb.com.br/sunmax-intense-fps60-protetor-solar-facial-120g/";"78,90";"Protetor solar facial para pele equilibrada a seca. Sunmax Intense FPS60 confere alta proteção solar aliada à hidratação prolongada.O Protetor Solar Sunmax Intense FPS60 oferece alta proteção e hidratação profunda por até 8 horas, clinicamente comprovada. Sua fórmula com exclusiva tecnologia SolHydra protege contra queimaduras solares, vermelhidão e o envelhecimento precoce, mantendo a pele hidratada, macia e protegida do ressecamento. Com textura leve, oil-free e resistente à água, é rapidamente absorvido, deixando um toque seco e aveludado sem obstruir os poros. Também é hipoalergênico, dermatologicamente e oftalmologicamente testado, ideal para todos os tipos de pele, especialmente equilibradas a secas.";"Ótimo protetor, hidrata bastante a pele.";"4.5";"04/09/2024 08:05:10";18.2;88;8;14.4;59;8;25.3;89;7;16.4;88;6;21.4;88;7
" NeoStrata  Minesol Oil Control FPS 70 - Protetor Solar Facial 40g ";" NeoStrata ";"https://www.belezanaweb.com.br/neostrata-minesol-oil-control-fps-70-protetor-solar-facial-40g/";"71,90";"Protetor solar facial com textura gel-creme para pele oleosa. Neostrata Minesol Oil Control FPS 70 previne o envelhecimento precoce e protege dos efeitos nocivos do sol. O Protetor Solar Neostrata Minesol Oil Control FPS 70 promove proteção solar UVA/UVB diária de longa duração, com controle e redução da oleosidade excessiva da pele graças à sua fórmula oil-free. Além disso, conta com ação antioxidante, Redutor de Linhas e toque seco. ";"Criei uma enorme expectativa devido à grande indicação e avaliações positivas, porém me desiludi ao encontrar neste produto um protetor solar facial que deixa a pele oleosa, esbranquiçada e arde nos olhos.";"4.9";"04/09/2024 08:05:10";18.2;88;8;14.4;59;8;25.3;89;7;16.4;88;6;21.4;88;7
" NeoStrata  Minesol Oil Control FPS 70 - Protetor Solar Facial 40g ";" NeoStrata ";"https://www.belezanaweb.com.br/neostrata-minesol-oil-control-fps-70-protetor-solar-facial-40g/";"71,90";"Protetor solar facial com textura gel-creme para pele oleosa. Neostrata Minesol Oil Control FPS 70 previne o envelhecimento precoce e protege dos efeitos nocivos do sol. O Protetor Solar Neostrata Minesol Oil Control FPS 70 promove proteção solar UVA/UVB diária de longa duração, com controle e redução da oleosidade excessiva da pele graças à sua fórmula oil-free. Além disso, conta com ação antioxidante, Redutor de Linhas e toque seco. ";"Simplesmente perfeito, principalmente pra quem tem pele oleosa, ele deixa a pele sequinha e sem deixar esbranquiçado, amei demais";"4.9";"04/09/2024 08:05:10";18.2;88;8;14.4;59;8;25.3;89;7;16.4;88;6;21.4;88;7
" NeoStrata  Minesol Oil Control FPS 70 - Protetor Solar Facial 40g ";" NeoStrata ";"https://www.belezanaweb.com.br/neostrata-minesol-oil-control-fps-70-protetor-solar-facial-40g/";"71,90";"Protetor solar facial com textura gel-creme para pele oleosa. Neostrata Minesol Oil Control FPS 70 previne o envelhecimento precoce e protege dos efeitos nocivos do sol. O Protetor Solar Neostrata Minesol Oil Control FPS 70 promove proteção solar UVA/UVB diária de longa duração, com controle e redução da oleosidade excessiva da pele graças à sua fórmula oil-free. Além disso, conta com ação antioxidante, Redutor de Linhas e toque seco. ";"Muito bom";"4.9";"04/09/2024 08:05:10";18.2;88;8;14.4;59;8;25.3;89;7;16.4;88;6;21.4;88;7
" NeoStrata  Minesol Oil Control FPS 70 - Protetor Solar Facial 40g ";" NeoStrata ";"https://www.belezanaweb.com.br/neostrata-minesol-oil-control-fps-70-protetor-solar-facial-40g/";"71,90";"Protetor solar facial com textura gel-creme para pele oleosa. Neostrata Minesol Oil Control FPS 70 previne o envelhecimento precoce e protege dos efeitos nocivos do sol. O Protetor Solar Neostrata Minesol Oil Control FPS 70 promove proteção solar UVA/UVB diária de longa duração, com controle e redução da oleosidade excessiva da pele graças à sua fórmula oil-free. Além disso, conta com ação antioxidante, Redutor de Linhas e toque seco. ";"Profuto chegou super rapido, protetor de excelente absorção. Primeiro protetor que uso e nao fica transferindo.";"4.9";"04/09/2024 08:05:10";18.2;88;8;14.4;59;8;25.3;89;7;16.4;88;6;21.4;88;7
" NeoStrata  Minesol Oil Control FPS 70 - Protetor Solar Facial 40g ";" NeoStrata ";"https://www.belezanaweb.com.br/neostrata-minesol-oil-control-fps-70-protetor-solar-facial-40g/";"71,90";"Protetor solar facial com textura gel-creme para pele oleosa. Neostrata Minesol Oil Control FPS 70 previne o envelhecimento precoce e protege dos efeitos nocivos do sol. O Protetor Solar Neostrata Minesol Oil Control FPS 70 promove proteção solar UVA/UVB diária de longa duração, com controle e redução da oleosidade excessiva da pele graças à sua fórmula oil-free. Além disso, conta com ação antioxidante, Redutor de Linhas e toque seco. ";"Faz um tempo que não estou mais me adaptando, acho que mudou algo na fórmula e não está tão sequinho como a alguns anos";"4.9";"04/09/2024 08:05:10";18.2;88;8;14.4;59;8;25.3;89;7;16.4;88;6;21.4;88;7
