"prod-descr";"prod-marca";"prod-URL";"prod-preco";"prod-detalhe";"prod-comentario";"prod-aval";"data_ref";"spo-temp";"spo-umid";"spo-uv";"bra-temp";"bra-umid";"bra-uv";"pve-temp";"pve-umid";"pve-uv";"flo-temp";"flo-umid";"flo-uv";"rj-temp";"rj-umid";"rj-uv"
" Creamy  Protetor Solar Watery Lotion FPS 60 - 50ml ";" Creamy ";"https://www.belezanaweb.com.br/mp147689-creamy-protetor-solar-watery-lotion-fps-60-50ml/";"60,80";;;"<!doctypehtml><htmldir=""ltr""lang=""pt-br""class=""""><head><metacharset=""UTF-8""><basehref=""/";"25/08/2024 11:35:37";13.4;77;4;26.1;39;9;28.2;51;9;14.3;59;5;21.2;78;6
" ISDIN  Fusion Water 5 Stars FPS50 Color Média - Protetor Solar Facial com Cor 50ml ";" ISDIN ";"https://www.belezanaweb.com.br/isdin-fusion-water-5-stars-fps50-color-media-protetor-solar-facial-com-cor-50ml/";"105,90";"Protetor solar facial com cor e acabamento matte. ISDIN Fusion Water Color proporciona uma cobertura natural e ampla proteção à pele.O Protetor SolarISDIN Fusion Water 5 Stars Color FPS 50 conta com uma textura ultraleve, de rápida absorção e à base de água, que ajuda no controle da oleosidade e ajuda a uniformizar o tom da pele e disfarçar imperfeições.A fórmula do Protetor Solar ISDIN com Cor é oftalmologicamente testada, não irrita os olhos e pode ser aplicado na pele molhada.Além de ser Sea Friendly, ou seja, é formulado para minimizar o impacto sobre o meio ambiente.";"Pior protetor que ja usei. Tenho a pele mista e ele fica super grudento, precisa selar com pó pra usar. A cobertura é baixíssima, quase não tem e a pior parte: arde MUITO os olhos. Pretendia usar somente para ficar em casa, mas se preciso sair e estou com ele, acabou, qualquer gota seja de suor ou chuva ele escorre e fica todo branco, alem de arder os olhos. Não recomendo.";"4.9";"25/08/2024 11:35:37";13.4;77;4;26.1;39;9;28.2;51;9;14.3;59;5;21.2;78;6
" ISDIN  Fusion Water 5 Stars FPS50 Color Média - Protetor Solar Facial com Cor 50ml ";" ISDIN ";"https://www.belezanaweb.com.br/isdin-fusion-water-5-stars-fps50-color-media-protetor-solar-facial-com-cor-50ml/";"105,90";"Protetor solar facial com cor e acabamento matte. ISDIN Fusion Water Color proporciona uma cobertura natural e ampla proteção à pele.O Protetor SolarISDIN Fusion Water 5 Stars Color FPS 50 conta com uma textura ultraleve, de rápida absorção e à base de água, que ajuda no controle da oleosidade e ajuda a uniformizar o tom da pele e disfarçar imperfeições.A fórmula do Protetor Solar ISDIN com Cor é oftalmologicamente testada, não irrita os olhos e pode ser aplicado na pele molhada.Além de ser Sea Friendly, ou seja, é formulado para minimizar o impacto sobre o meio ambiente.";"Excelente! O melhor protetor solar que já usei na vida.";"4.9";"25/08/2024 11:35:37";13.4;77;4;26.1;39;9;28.2;51;9;14.3;59;5;21.2;78;6
" ISDIN  Fusion Water 5 Stars FPS50 Color Média - Protetor Solar Facial com Cor 50ml ";" ISDIN ";"https://www.belezanaweb.com.br/isdin-fusion-water-5-stars-fps50-color-media-protetor-solar-facial-com-cor-50ml/";"105,90";"Protetor solar facial com cor e acabamento matte. ISDIN Fusion Water Color proporciona uma cobertura natural e ampla proteção à pele.O Protetor SolarISDIN Fusion Water 5 Stars Color FPS 50 conta com uma textura ultraleve, de rápida absorção e à base de água, que ajuda no controle da oleosidade e ajuda a uniformizar o tom da pele e disfarçar imperfeições.A fórmula do Protetor Solar ISDIN com Cor é oftalmologicamente testada, não irrita os olhos e pode ser aplicado na pele molhada.Além de ser Sea Friendly, ou seja, é formulado para minimizar o impacto sobre o meio ambiente.";"Protetor solar excelente, gosto muito dele, porém quem busca um protetor sequinho, ele nao é tao seco, gosto de peles mais glows, entao o investimento vale";"4.9";"25/08/2024 11:35:37";13.4;77;4;26.1;39;9;28.2;51;9;14.3;59;5;21.2;78;6
" ISDIN  Fusion Water 5 Stars FPS50 Color Média - Protetor Solar Facial com Cor 50ml ";" ISDIN ";"https://www.belezanaweb.com.br/isdin-fusion-water-5-stars-fps50-color-media-protetor-solar-facial-com-cor-50ml/";"105,90";"Protetor solar facial com cor e acabamento matte. ISDIN Fusion Water Color proporciona uma cobertura natural e ampla proteção à pele.O Protetor SolarISDIN Fusion Water 5 Stars Color FPS 50 conta com uma textura ultraleve, de rápida absorção e à base de água, que ajuda no controle da oleosidade e ajuda a uniformizar o tom da pele e disfarçar imperfeições.A fórmula do Protetor Solar ISDIN com Cor é oftalmologicamente testada, não irrita os olhos e pode ser aplicado na pele molhada.Além de ser Sea Friendly, ou seja, é formulado para minimizar o impacto sobre o meio ambiente.";"Muito bom o produto, a pele fica sequinha.";"4.9";"25/08/2024 11:35:37";13.4;77;4;26.1;39;9;28.2;51;9;14.3;59;5;21.2;78;6
" ISDIN  Fusion Water 5 Stars FPS50 Color Média - Protetor Solar Facial com Cor 50ml ";" ISDIN ";"https://www.belezanaweb.com.br/isdin-fusion-water-5-stars-fps50-color-media-protetor-solar-facial-com-cor-50ml/";"105,90";"Protetor solar facial com cor e acabamento matte. ISDIN Fusion Water Color proporciona uma cobertura natural e ampla proteção à pele.O Protetor SolarISDIN Fusion Water 5 Stars Color FPS 50 conta com uma textura ultraleve, de rápida absorção e à base de água, que ajuda no controle da oleosidade e ajuda a uniformizar o tom da pele e disfarçar imperfeições.A fórmula do Protetor Solar ISDIN com Cor é oftalmologicamente testada, não irrita os olhos e pode ser aplicado na pele molhada.Além de ser Sea Friendly, ou seja, é formulado para minimizar o impacto sobre o meio ambiente.";"Uso esse protetor a alguns anos por indicação dermatológica e não abro mão, adoro a praticidade de passar ele selar com pó e aplicar um blush e já estou maquiada. Ele tem a textura um pouco líquida mas depois de alguns minutinhos na pele ele fica sequinho. É maravilhoso?";"4.9";"25/08/2024 11:35:37";13.4;77;4;26.1;39;9;28.2;51;9;14.3;59;5;21.2;78;6
" Eucerin  Sun Oil Control FPS 30 - Protetor Solar Facial 52g ";" Eucerin ";"https://www.belezanaweb.com.br/eucerin-sun-oil-control-fps-30-protetor-solar-facial-52g/";"78,90";"Protetor solar facial para peles oleosas e com tendência à acne. ?Eucerin Sun Oil Control FPS 30 traz efeito matificante de longa duração,ajuda a controlar a oleosidade e possui toque seco imediato.  Protetor Solar Facial ?Eucerin Sun Oil Control FPS 30 apresenta sistemas de filtros fotoestáveis UVA e UVB, com amplo espectro de proteção contra os raios solares. A tecnologia Oil Control e a presença de L-Carnitina dão ao produto a sensação do toque seco, auxiliando no controle da oleosidade da pele e deixando-a mais sequinha.Sua formulação também traz os efeitos do antioxidante Licochalcona A e do Ácido Glicirretínico, que protegem as camadas mais profundas da pele e restauram os mecanismos celulares de defesa.";;"4.9";"25/08/2024 11:35:37";13.4;77;4;26.1;39;9;28.2;51;9;14.3;59;5;21.2;78;6
" Pink Cheeks  Pink Stick 15KM FPS 90 - Protetor Solar com Cor 14g ";" Pink Cheeks ";"https://www.belezanaweb.com.br/pink-cheeks-pink-stick-15km-fps-90-protetor-solar-com-cor-14g/";"107,91";"Protetor solar facial com cor em bastão. Pink Cheeks Pink Stick FPS 90 é prático e multifuncional, alia alta proteção, tratamento, beleza, ideal para ser usado como um protetor solar diário e, especialmente, durante a prática de exercícios físicos ao ar livre, já que é resistente à água e ao suor.A formulação do Protetor Solar Facial Pink Cheeks Pink Stick FPS 90 foi pensada em corredores, ciclistas, nadadores e para quem pratica esportes num geral, por ser de alta duração na pele e não escorrer nos olhos durante a transpiração ou contato prolongado na água. Sua textura pigmentada oferece uma suave cobertura de cor à pele. As tonalidades são definidas como quilometragens apenas como forma de diferenciar as cores.Além disso, o Protetor Solar Facial Pink Cheeks Pink Stick FPS 90 contém ingredientes que protegem as células da pele, seu uso contínuo auxilia na prevenção e redução dos sinais de envelhecimento, e no tratamento de manchas na pele, como o melasma. Seu pigmento atua formando mais uma barreira de proteção na pele, contra a luz visível.Produto vegano, cruelty-free e livre de parabenos.";"Infelizmente o produto deixa o rosto oleoso, não fica seco, passando a mão (de leve) sai parte do produto";"4.8";"25/08/2024 11:35:37";13.4;77;4;26.1;39;9;28.2;51;9;14.3;59;5;21.2;78;6
" Pink Cheeks  Pink Stick 15KM FPS 90 - Protetor Solar com Cor 14g ";" Pink Cheeks ";"https://www.belezanaweb.com.br/pink-cheeks-pink-stick-15km-fps-90-protetor-solar-com-cor-14g/";"107,91";"Protetor solar facial com cor em bastão. Pink Cheeks Pink Stick FPS 90 é prático e multifuncional, alia alta proteção, tratamento, beleza, ideal para ser usado como um protetor solar diário e, especialmente, durante a prática de exercícios físicos ao ar livre, já que é resistente à água e ao suor.A formulação do Protetor Solar Facial Pink Cheeks Pink Stick FPS 90 foi pensada em corredores, ciclistas, nadadores e para quem pratica esportes num geral, por ser de alta duração na pele e não escorrer nos olhos durante a transpiração ou contato prolongado na água. Sua textura pigmentada oferece uma suave cobertura de cor à pele. As tonalidades são definidas como quilometragens apenas como forma de diferenciar as cores.Além disso, o Protetor Solar Facial Pink Cheeks Pink Stick FPS 90 contém ingredientes que protegem as células da pele, seu uso contínuo auxilia na prevenção e redução dos sinais de envelhecimento, e no tratamento de manchas na pele, como o melasma. Seu pigmento atua formando mais uma barreira de proteção na pele, contra a luz visível.Produto vegano, cruelty-free e livre de parabenos.";"Adorei, ele tem uma cobertura bem leve porém deixa a pele bonita ... nada pesado nem oleoso, parece que não passou nada no sentir. realmente não arde os olhos e não escorre";"4.8";"25/08/2024 11:35:37";13.4;77;4;26.1;39;9;28.2;51;9;14.3;59;5;21.2;78;6
" Pink Cheeks  Pink Stick 15KM FPS 90 - Protetor Solar com Cor 14g ";" Pink Cheeks ";"https://www.belezanaweb.com.br/pink-cheeks-pink-stick-15km-fps-90-protetor-solar-com-cor-14g/";"107,91";"Protetor solar facial com cor em bastão. Pink Cheeks Pink Stick FPS 90 é prático e multifuncional, alia alta proteção, tratamento, beleza, ideal para ser usado como um protetor solar diário e, especialmente, durante a prática de exercícios físicos ao ar livre, já que é resistente à água e ao suor.A formulação do Protetor Solar Facial Pink Cheeks Pink Stick FPS 90 foi pensada em corredores, ciclistas, nadadores e para quem pratica esportes num geral, por ser de alta duração na pele e não escorrer nos olhos durante a transpiração ou contato prolongado na água. Sua textura pigmentada oferece uma suave cobertura de cor à pele. As tonalidades são definidas como quilometragens apenas como forma de diferenciar as cores.Além disso, o Protetor Solar Facial Pink Cheeks Pink Stick FPS 90 contém ingredientes que protegem as células da pele, seu uso contínuo auxilia na prevenção e redução dos sinais de envelhecimento, e no tratamento de manchas na pele, como o melasma. Seu pigmento atua formando mais uma barreira de proteção na pele, contra a luz visível.Produto vegano, cruelty-free e livre de parabenos.";"MARAVILHOSO, não derrete no esporte, tem um cheirinho muito suave e bom, cobre as manchas, prático para aplicar, amei!";"4.8";"25/08/2024 11:35:37";13.4;77;4;26.1;39;9;28.2;51;9;14.3;59;5;21.2;78;6
