"prod-descr";"prod-marca";"prod-URL";"prod-preco";"prod-detalhe";"prod-comentario";"prod-aval";"data_ref";"spo-temp";"spo-umid";"spo-uv";"bra-temp";"bra-umid";"bra-uv";"pve-temp";"pve-umid";"pve-uv";"flo-temp";"flo-umid";"flo-uv";"rj-temp";"rj-umid";"rj-uv"
" Bioderma  Photoderm Antioleosidade Neutro FPS30 - Protetor Solar Facial 40g ";" Bioderma ";"https://www.belezanaweb.com.br/bioderma-photoderm-antioleosidade-neutro-fps30-protetor-solar-facial-40g/";"47,90";"Protetor solar facial. Bioderma Photoderm Antioleosidade FPS 30 reduz a oleosidade por até 8 horas, ajudando a prevenir o aparecimento de acnes, promove acabamento invisível na pele, garantinho sensação de pele fresca e limpa.O Protetor Solar Facial Bioderma Photoderm Antioleosidade FPS 30 possui toque seco, proteção UVA/UVB, é antioxidante e resistente a água. Confere acabamento com 90% com efeito matte e -82% de poros dilatados.Dermatologicamente testado. Não comedogênico. Fotoestável.";"O protetor deixou minha pele sem oleosidade, porém me causou muita espinha, descontinuei o uso.";"4.5";"10/09/2024 09:24:02";23.1;44;8;23.2;44;8;27;84;8;22.3;83;7;24.3;74;8
" Bioderma  Photoderm Antioleosidade Neutro FPS30 - Protetor Solar Facial 40g ";" Bioderma ";"https://www.belezanaweb.com.br/bioderma-photoderm-antioleosidade-neutro-fps30-protetor-solar-facial-40g/";"47,90";"Protetor solar facial. Bioderma Photoderm Antioleosidade FPS 30 reduz a oleosidade por até 8 horas, ajudando a prevenir o aparecimento de acnes, promove acabamento invisível na pele, garantinho sensação de pele fresca e limpa.O Protetor Solar Facial Bioderma Photoderm Antioleosidade FPS 30 possui toque seco, proteção UVA/UVB, é antioxidante e resistente a água. Confere acabamento com 90% com efeito matte e -82% de poros dilatados.Dermatologicamente testado. Não comedogênico. Fotoestável.";"Nunca usei nada dessa marca, comprei pelo preço que tava bem em conta, chegou bem embalado e antes do prazo, minha pele e oleosa, e não e todo protetor que dá certo, ansiosa para iniciar o uso para saber se dará certo.";"4.5";"10/09/2024 09:24:02";23.1;44;8;23.2;44;8;27;84;8;22.3;83;7;24.3;74;8
" Bioderma  Photoderm Antioleosidade Neutro FPS30 - Protetor Solar Facial 40g ";" Bioderma ";"https://www.belezanaweb.com.br/bioderma-photoderm-antioleosidade-neutro-fps30-protetor-solar-facial-40g/";"47,90";"Protetor solar facial. Bioderma Photoderm Antioleosidade FPS 30 reduz a oleosidade por até 8 horas, ajudando a prevenir o aparecimento de acnes, promove acabamento invisível na pele, garantinho sensação de pele fresca e limpa.O Protetor Solar Facial Bioderma Photoderm Antioleosidade FPS 30 possui toque seco, proteção UVA/UVB, é antioxidante e resistente a água. Confere acabamento com 90% com efeito matte e -82% de poros dilatados.Dermatologicamente testado. Não comedogênico. Fotoestável.";"Ele não espalha bem, não gostei. Tem que passar muito pra passar em todo o rosto";"4.5";"10/09/2024 09:24:02";23.1;44;8;23.2;44;8;27;84;8;22.3;83;7;24.3;74;8
" Bioderma  Photoderm Antioleosidade Neutro FPS30 - Protetor Solar Facial 40g ";" Bioderma ";"https://www.belezanaweb.com.br/bioderma-photoderm-antioleosidade-neutro-fps30-protetor-solar-facial-40g/";"47,90";"Protetor solar facial. Bioderma Photoderm Antioleosidade FPS 30 reduz a oleosidade por até 8 horas, ajudando a prevenir o aparecimento de acnes, promove acabamento invisível na pele, garantinho sensação de pele fresca e limpa.O Protetor Solar Facial Bioderma Photoderm Antioleosidade FPS 30 possui toque seco, proteção UVA/UVB, é antioxidante e resistente a água. Confere acabamento com 90% com efeito matte e -82% de poros dilatados.Dermatologicamente testado. Não comedogênico. Fotoestável.";"O produto é excelente. É super leve, não deixa a pele pegajosa e o cheiro é ótimo, não lembra em nada os cheiros tradicionais de protetor solar. Só precisa espalhar bem para não deixar nenhum rastro branco. Comprei um e depois comprei mais três. Recomendo.";"4.5";"10/09/2024 09:24:02";23.1;44;8;23.2;44;8;27;84;8;22.3;83;7;24.3;74;8
" Bioderma  Photoderm Antioleosidade Neutro FPS30 - Protetor Solar Facial 40g ";" Bioderma ";"https://www.belezanaweb.com.br/bioderma-photoderm-antioleosidade-neutro-fps30-protetor-solar-facial-40g/";"47,90";"Protetor solar facial. Bioderma Photoderm Antioleosidade FPS 30 reduz a oleosidade por até 8 horas, ajudando a prevenir o aparecimento de acnes, promove acabamento invisível na pele, garantinho sensação de pele fresca e limpa.O Protetor Solar Facial Bioderma Photoderm Antioleosidade FPS 30 possui toque seco, proteção UVA/UVB, é antioxidante e resistente a água. Confere acabamento com 90% com efeito matte e -82% de poros dilatados.Dermatologicamente testado. Não comedogênico. Fotoestável.";"No começo ele fica um pouco grudento, mas depois fica muito bom no rosto, recompraria novamente.";"4.5";"10/09/2024 09:24:02";23.1;44;8;23.2;44;8;27;84;8;22.3;83;7;24.3;74;8
" NIVEA  Sun Tripla Proteção Antissinais FPS50 - Protetor Solar Facial 40ml ";" NIVEA ";"https://www.belezanaweb.com.br/nivea-sun-tripla-protecao-antissinais-fps-50-protetor-solar-facial-40ml/";"62,38";"Protetor solar facial. NIVEA Sun Tripla Proteção Antissinais FPS50 protege contra raios UVA/UVB, luz visível e dos radicais livres causados pela poluição. Garante o efeito de pele renovada em 4 semanas.O Protetor Solar Facial NIVEA Sun Tripla Proteção Antissinais FPS50 entrega uma textura ultraleve e não pesa no rosto, sua fórmula contém Algas Marinhas, que auxiliam no aumento da produção de Colágeno, reduzindo rugas e linhas de expressão. Também conta com Licochalcona A, um antioxidante que combate os radicais livres causados pela exposição à luz visível e poluição.";"Maravilhoso";"3.8";"10/09/2024 09:24:02";23.1;44;8;23.2;44;8;27;84;8;22.3;83;7;24.3;74;8
" NIVEA  Sun Tripla Proteção Antissinais FPS50 - Protetor Solar Facial 40ml ";" NIVEA ";"https://www.belezanaweb.com.br/nivea-sun-tripla-protecao-antissinais-fps-50-protetor-solar-facial-40ml/";"62,38";"Protetor solar facial. NIVEA Sun Tripla Proteção Antissinais FPS50 protege contra raios UVA/UVB, luz visível e dos radicais livres causados pela poluição. Garante o efeito de pele renovada em 4 semanas.O Protetor Solar Facial NIVEA Sun Tripla Proteção Antissinais FPS50 entrega uma textura ultraleve e não pesa no rosto, sua fórmula contém Algas Marinhas, que auxiliam no aumento da produção de Colágeno, reduzindo rugas e linhas de expressão. Também conta com Licochalcona A, um antioxidante que combate os radicais livres causados pela exposição à luz visível e poluição.";"Bah, pra mim não deu certo. Não gostei do cheiro, nem da sensação que deixa na pele. Quem tem pele oleosa vai odiar. A minha que nem é, ficou toda sebosa kkkk. Ainda bem que peguei numa promoção e não paguei caro. Obs: O da versão rosa é maravilhoso!";"3.8";"10/09/2024 09:24:02";23.1;44;8;23.2;44;8;27;84;8;22.3;83;7;24.3;74;8
" NIVEA  Sun Tripla Proteção Antissinais FPS50 - Protetor Solar Facial 40ml ";" NIVEA ";"https://www.belezanaweb.com.br/nivea-sun-tripla-protecao-antissinais-fps-50-protetor-solar-facial-40ml/";"62,38";"Protetor solar facial. NIVEA Sun Tripla Proteção Antissinais FPS50 protege contra raios UVA/UVB, luz visível e dos radicais livres causados pela poluição. Garante o efeito de pele renovada em 4 semanas.O Protetor Solar Facial NIVEA Sun Tripla Proteção Antissinais FPS50 entrega uma textura ultraleve e não pesa no rosto, sua fórmula contém Algas Marinhas, que auxiliam no aumento da produção de Colágeno, reduzindo rugas e linhas de expressão. Também conta com Licochalcona A, um antioxidante que combate os radicais livres causados pela exposição à luz visível e poluição.";"Gostei bastante, tanto que já é o segundo que compro, uso o bioré e comparado a ele não deixa a desejar, espalha bem e não deixa a pele oleosa!";"3.8";"10/09/2024 09:24:02";23.1;44;8;23.2;44;8;27;84;8;22.3;83;7;24.3;74;8
" NIVEA  Sun Tripla Proteção Antissinais FPS50 - Protetor Solar Facial 40ml ";" NIVEA ";"https://www.belezanaweb.com.br/nivea-sun-tripla-protecao-antissinais-fps-50-protetor-solar-facial-40ml/";"62,38";"Protetor solar facial. NIVEA Sun Tripla Proteção Antissinais FPS50 protege contra raios UVA/UVB, luz visível e dos radicais livres causados pela poluição. Garante o efeito de pele renovada em 4 semanas.O Protetor Solar Facial NIVEA Sun Tripla Proteção Antissinais FPS50 entrega uma textura ultraleve e não pesa no rosto, sua fórmula contém Algas Marinhas, que auxiliam no aumento da produção de Colágeno, reduzindo rugas e linhas de expressão. Também conta com Licochalcona A, um antioxidante que combate os radicais livres causados pela exposição à luz visível e poluição.";"Protetor excelente, já é meu segundo, recomendaria pra quem tem pele normal a seca, deixa um viço perfeito";"3.8";"10/09/2024 09:24:02";23.1;44;8;23.2;44;8;27;84;8;22.3;83;7;24.3;74;8
" Libbs  Filtrum Ultra Seco FPS30 - Protetor Solar Facial 60g ";" Libbs ";"https://www.belezanaweb.com.br/libbs-filtrum-ultra-seco-fps30-protetor-solar-facial-60g/";"66,69";"Protetor solar facial para peles oleosas. Libbs Filtrum Ultra Seco FPS30 protege o rosto e diminui a oleosidade da pele.O Protetor Solar Facial Libbs Filtrum Ultra Seco FPS30 protege a pele contra os raios solares sem aumentar a oleosidade. Sua textura possui um toque aveludado que não resseca a pele. Ele é dermatologicamente e oftalmologicamente testado, não contém fragrância, é hipoalergênico e seu uso não provoca cravos.";"Melhor protetor para pele Oleosa , uso tem 5 anos e nao troco por nenhum, ja usei varias marcas mas esse e o Melhor sem dúvida. Arapiraca Al";"4.7";"10/09/2024 09:24:02";23.1;44;8;23.2;44;8;27;84;8;22.3;83;7;24.3;74;8
