"prod-descr";"prod-marca";"prod-URL";"prod-preco";"prod-detalhe";"prod-comentario";"prod-aval";"data_ref";"spo-temp";"spo-umid";"spo-uv";"bra-temp";"bra-umid";"bra-uv";"pve-temp";"pve-umid";"pve-uv";"flo-temp";"flo-umid";"flo-uv";"rj-temp";"rj-umid";"rj-uv"
" Sunmax  Intense FPS60 - Protetor Solar Facial 120g ";" Sunmax ";"https://www.belezanaweb.com.br/sunmax-intense-fps60-protetor-solar-facial-120g/";"78,90";"Protetor solar facial para pele equilibrada a seca. Sunmax Intense FPS60 confere alta proteção solar aliada à hidratação prolongada.O Protetor Solar Sunmax Intense FPS60 oferece alta proteção e hidratação profunda por até 8 horas, clinicamente comprovada. Sua fórmula com exclusiva tecnologia SolHydra protege contra queimaduras solares, vermelhidão e o envelhecimento precoce, mantendo a pele hidratada, macia e protegida do ressecamento. Com textura leve, oil-free e resistente à água, é rapidamente absorvido, deixando um toque seco e aveludado sem obstruir os poros. Também é hipoalergênico, dermatologicamente e oftalmologicamente testado, ideal para todos os tipos de pele, especialmente equilibradas a secas.";"não gostei , desenvolvi algum tipo de reação, pois minha pele aderiu muitas espinhas apos o uso";"4.5";"29/08/2024 10:56:57";17.3;72;7;22.2;61;7;26.3;65;9;21.4;60;7;21.3;73;7
" Sunmax  Intense FPS60 - Protetor Solar Facial 120g ";" Sunmax ";"https://www.belezanaweb.com.br/sunmax-intense-fps60-protetor-solar-facial-120g/";"78,90";"Protetor solar facial para pele equilibrada a seca. Sunmax Intense FPS60 confere alta proteção solar aliada à hidratação prolongada.O Protetor Solar Sunmax Intense FPS60 oferece alta proteção e hidratação profunda por até 8 horas, clinicamente comprovada. Sua fórmula com exclusiva tecnologia SolHydra protege contra queimaduras solares, vermelhidão e o envelhecimento precoce, mantendo a pele hidratada, macia e protegida do ressecamento. Com textura leve, oil-free e resistente à água, é rapidamente absorvido, deixando um toque seco e aveludado sem obstruir os poros. Também é hipoalergênico, dermatologicamente e oftalmologicamente testado, ideal para todos os tipos de pele, especialmente equilibradas a secas.";"Excelente";"4.5";"29/08/2024 10:56:57";17.3;72;7;22.2;61;7;26.3;65;9;21.4;60;7;21.3;73;7
" Sunmax  Intense FPS60 - Protetor Solar Facial 120g ";" Sunmax ";"https://www.belezanaweb.com.br/sunmax-intense-fps60-protetor-solar-facial-120g/";"78,90";"Protetor solar facial para pele equilibrada a seca. Sunmax Intense FPS60 confere alta proteção solar aliada à hidratação prolongada.O Protetor Solar Sunmax Intense FPS60 oferece alta proteção e hidratação profunda por até 8 horas, clinicamente comprovada. Sua fórmula com exclusiva tecnologia SolHydra protege contra queimaduras solares, vermelhidão e o envelhecimento precoce, mantendo a pele hidratada, macia e protegida do ressecamento. Com textura leve, oil-free e resistente à água, é rapidamente absorvido, deixando um toque seco e aveludado sem obstruir os poros. Também é hipoalergênico, dermatologicamente e oftalmologicamente testado, ideal para todos os tipos de pele, especialmente equilibradas a secas.";"Excelente Produto amoo…";"4.5";"29/08/2024 10:56:57";17.3;72;7;22.2;61;7;26.3;65;9;21.4;60;7;21.3;73;7
" Sunmax  Intense FPS60 - Protetor Solar Facial 120g ";" Sunmax ";"https://www.belezanaweb.com.br/sunmax-intense-fps60-protetor-solar-facial-120g/";"78,90";"Protetor solar facial para pele equilibrada a seca. Sunmax Intense FPS60 confere alta proteção solar aliada à hidratação prolongada.O Protetor Solar Sunmax Intense FPS60 oferece alta proteção e hidratação profunda por até 8 horas, clinicamente comprovada. Sua fórmula com exclusiva tecnologia SolHydra protege contra queimaduras solares, vermelhidão e o envelhecimento precoce, mantendo a pele hidratada, macia e protegida do ressecamento. Com textura leve, oil-free e resistente à água, é rapidamente absorvido, deixando um toque seco e aveludado sem obstruir os poros. Também é hipoalergênico, dermatologicamente e oftalmologicamente testado, ideal para todos os tipos de pele, especialmente equilibradas a secas.";"Excelente produto, não deixa pele oleosa, rápida absorção. Já comprei a 2°unidade, indicação da minha dermato ???";"4.5";"29/08/2024 10:56:57";17.3;72;7;22.2;61;7;26.3;65;9;21.4;60;7;21.3;73;7
" Sunmax  Intense FPS60 - Protetor Solar Facial 120g ";" Sunmax ";"https://www.belezanaweb.com.br/sunmax-intense-fps60-protetor-solar-facial-120g/";"78,90";"Protetor solar facial para pele equilibrada a seca. Sunmax Intense FPS60 confere alta proteção solar aliada à hidratação prolongada.O Protetor Solar Sunmax Intense FPS60 oferece alta proteção e hidratação profunda por até 8 horas, clinicamente comprovada. Sua fórmula com exclusiva tecnologia SolHydra protege contra queimaduras solares, vermelhidão e o envelhecimento precoce, mantendo a pele hidratada, macia e protegida do ressecamento. Com textura leve, oil-free e resistente à água, é rapidamente absorvido, deixando um toque seco e aveludado sem obstruir os poros. Também é hipoalergênico, dermatologicamente e oftalmologicamente testado, ideal para todos os tipos de pele, especialmente equilibradas a secas.";"Ótimo protetor, hidrata bastante a pele.";"4.5";"29/08/2024 10:56:57";17.3;72;7;22.2;61;7;26.3;65;9;21.4;60;7;21.3;73;7
" Australian Gold  Antipoluição FPS 30 - Protetor Solar Facial 50g ";" Australian Gold ";"https://www.belezanaweb.com.br/australian-gold-antipoluicao-fps-30-protetor-solar-facial-50g/";"30,90";"Protetor solar facial para todos os tipos de pele, com acabamento matte. Australian Gold Antipoluição FPS 30 promove alta proteção contra poluição, raios UVA/UVB e envelhecimento precoce do rosto.O Protetor Solar Facial Australian Gold Antipoluição FPS 30 apresenta a textura gel-creme, que é leve e de rápida absorção. Fórmula enriquecida com chá-verde e ameixa Kakadu, oil-free e resistente à água, indicada para pele muitos sensíveis à queimadura solar. Produto vegano, dermatologicamente testado, sem parabenos e oxibenzona.";"Cheirinho de rosas. Efeito matte.";"4.8";"29/08/2024 10:56:57";17.3;72;7;22.2;61;7;26.3;65;9;21.4;60;7;21.3;73;7
" Australian Gold  Antipoluição FPS 30 - Protetor Solar Facial 50g ";" Australian Gold ";"https://www.belezanaweb.com.br/australian-gold-antipoluicao-fps-30-protetor-solar-facial-50g/";"30,90";"Protetor solar facial para todos os tipos de pele, com acabamento matte. Australian Gold Antipoluição FPS 30 promove alta proteção contra poluição, raios UVA/UVB e envelhecimento precoce do rosto.O Protetor Solar Facial Australian Gold Antipoluição FPS 30 apresenta a textura gel-creme, que é leve e de rápida absorção. Fórmula enriquecida com chá-verde e ameixa Kakadu, oil-free e resistente à água, indicada para pele muitos sensíveis à queimadura solar. Produto vegano, dermatologicamente testado, sem parabenos e oxibenzona.";"Toque seco";"4.8";"29/08/2024 10:56:57";17.3;72;7;22.2;61;7;26.3;65;9;21.4;60;7;21.3;73;7
" Australian Gold  Antipoluição FPS 30 - Protetor Solar Facial 50g ";" Australian Gold ";"https://www.belezanaweb.com.br/australian-gold-antipoluicao-fps-30-protetor-solar-facial-50g/";"30,90";"Protetor solar facial para todos os tipos de pele, com acabamento matte. Australian Gold Antipoluição FPS 30 promove alta proteção contra poluição, raios UVA/UVB e envelhecimento precoce do rosto.O Protetor Solar Facial Australian Gold Antipoluição FPS 30 apresenta a textura gel-creme, que é leve e de rápida absorção. Fórmula enriquecida com chá-verde e ameixa Kakadu, oil-free e resistente à água, indicada para pele muitos sensíveis à queimadura solar. Produto vegano, dermatologicamente testado, sem parabenos e oxibenzona.";"Tem a pegada do Boticário mesmo, cheirinho de flores.Acredito que seja melhor do que o fabricado nos EUA. Não fica matte, acabamento é pele natural mesmo. Deixa um pouquinho oleosa a pele no final do dia.";"4.8";"29/08/2024 10:56:57";17.3;72;7;22.2;61;7;26.3;65;9;21.4;60;7;21.3;73;7
" Australian Gold  Antipoluição FPS 30 - Protetor Solar Facial 50g ";" Australian Gold ";"https://www.belezanaweb.com.br/australian-gold-antipoluicao-fps-30-protetor-solar-facial-50g/";"30,90";"Protetor solar facial para todos os tipos de pele, com acabamento matte. Australian Gold Antipoluição FPS 30 promove alta proteção contra poluição, raios UVA/UVB e envelhecimento precoce do rosto.O Protetor Solar Facial Australian Gold Antipoluição FPS 30 apresenta a textura gel-creme, que é leve e de rápida absorção. Fórmula enriquecida com chá-verde e ameixa Kakadu, oil-free e resistente à água, indicada para pele muitos sensíveis à queimadura solar. Produto vegano, dermatologicamente testado, sem parabenos e oxibenzona.";"Produto ótimo para o dia a dia.";"4.8";"29/08/2024 10:56:57";17.3;72;7;22.2;61;7;26.3;65;9;21.4;60;7;21.3;73;7
" Australian Gold  Antipoluição FPS 30 - Protetor Solar Facial 50g ";" Australian Gold ";"https://www.belezanaweb.com.br/australian-gold-antipoluicao-fps-30-protetor-solar-facial-50g/";"30,90";"Protetor solar facial para todos os tipos de pele, com acabamento matte. Australian Gold Antipoluição FPS 30 promove alta proteção contra poluição, raios UVA/UVB e envelhecimento precoce do rosto.O Protetor Solar Facial Australian Gold Antipoluição FPS 30 apresenta a textura gel-creme, que é leve e de rápida absorção. Fórmula enriquecida com chá-verde e ameixa Kakadu, oil-free e resistente à água, indicada para pele muitos sensíveis à queimadura solar. Produto vegano, dermatologicamente testado, sem parabenos e oxibenzona.";"Cheiro suave. É rapidamente absorvido pela pele, não interfere em nada na maquiagem. Estou usando diariamente há alguns dias e não senti aumento na oleosidade. Recomendo.";"4.8";"29/08/2024 10:56:57";17.3;72;7;22.2;61;7;26.3;65;9;21.4;60;7;21.3;73;7
